cod_municipio,municipio,OADR_2010,YDR_2010,OADR_2022,YDR_2022,dOADR,dYDR
2509008,Manaíra (PB),16.339978913064314,44.27058372471964,17.016776075857038,36.2436177972283,0.6767971627927238,-8.02696592749134
2509057,Marcação (PB),12.686750799732836,48.95068021232468,11.670071501532176,42.7732379979571,-1.0166792982006605,-6.177442214367581
2509107,Mari (PB),21.06070488199628,36.768364857356815,18.974574490439167,32.68894025355467,-2.0861303915571128,-4.0794246038021456
2509156,Marizópolis (PB),18.01536700997221,36.06751675658002,18.11433636162198,31.53113228451141,0.09896935164977094,-4.536384472068608
2509206,Massaranduba (PB),20.812407087468358,40.72682711237896,17.07612821594264,32.871151412905945,-3.7362788715257196,-7.855675699473018
2509305,Mataraca (PB),10.602538887895584,47.65599856964062,12.48611625323954,41.32728619029989,1.8835773653439567,-6.328712379340736
2509339,Matinhas (PB),18.899609184171958,44.241573033707866,16.06425702811245,37.95180722891566,-2.835352156059507,-6.289765804792204
2509370,Mato Grosso (PB),17.762237762237763,37.613053613053616,19.35860058309038,29.504373177842567,1.5963628208526153,-8.108680435211049
2509396,Maturéia (PB),16.876992271079864,43.932579363346576,14.563556378791388,35.401713359573975,-2.313435892288476,-8.530866003772601
2509404,Mogeiro (PB),18.43890934668377,41.62770491124995,16.755117513267628,34.69078306076032,-1.6837918334161408,-6.936921850489632
2509503,Montadas (PB),20.41817243159525,40.722767165720185,18.09071729957806,36.28691983122363,-2.327455132017189,-4.435847334496557
2509602,Monte Horebe (PB),17.909944347630557,40.35077857102704,19.28149947934745,32.332523429364805,1.3715551317168924,-8.018255141662237
2509701,Monteiro (PB),20.778625078837223,35.76547871599761,18.60422151401783,31.411944021061384,-2.174403564819393,-4.353534694936226
2509800,Mulungu (PB),20.298152749270823,37.963163011774874,17.14624238320921,32.63371699390657,-3.151910366061614,-5.329446017868307
2509909,Natuba (PB),18.996173756470853,44.664515967689496,18.329387893134935,33.555968887385866,-0.6667858633359174,-11.10854708030363
2510006,Nazarezinho (PB),19.405899886935966,36.74581149141741,21.219360199418364,29.113003739094307,1.8134603124823983,-7.632807752323107
2510105,Nova Floresta (PB),22.663684929804944,38.88930301900857,19.75135975135975,32.20668220668221,-2.912325178445194,-6.682620812326363
2510204,Nova Olinda (PB),15.068665215206833,42.132808574778096,17.677824267782427,34.67573221757322,2.6091590525755937,-7.457076357204876
2510303,Nova Palmeira (PB),19.728975687524912,34.74349484712179,19.972499140598142,27.191474733585423,0.2435234530732302,-7.552020113536365
2510402,Olho d'Água (PB),15.176103112770617,39.13402506013715,18.49502487562189,33.308457711442784,3.3189217628512733,-5.8255673486943635
2510501,Olivedos (PB),21.62897822445561,35.978503629257396,20.214079868258544,27.91272128447921,-1.4148983561970674,-8.065782344778185
2510600,Ouro Velho (PB),20.447472453528473,32.74455378921692,20.432321152856407,30.288214101904273,-0.01515130067206627,-2.4563396873126493
2510659,Parari (PB),20.938985736925517,36.66798732171157,23.939929328621908,28.62190812720848,3.000943591696391,-8.04607919450309
2510709,Passagem (PB),18.400629850410528,37.71229333033405,17.621951219512194,33.140243902439025,-0.7786786308983338,-4.572049427895024
2510808,Patos (PB),14.77974900087009,35.02558657405359,14.990046821992317,30.447612639134213,0.21029782112222684,-4.5779739349193775
2510907,Paulista (PB),16.627856657118716,32.97545696210357,18.322255046774988,28.12653865091088,1.6943983896562713,-4.848918311192691
2511004,Pedra Branca (PB),16.278439869989167,40.6148429035753,18.319394663480686,31.620868180007964,2.040954793491519,-8.993974723567337
2511103,Pedra Lavrada (PB),19.638675142188024,36.25627300100368,21.254089422028354,29.051254089422027,1.61541427984033,-7.20501891158165
2511202,Pedras de Fogo (PB),14.828317645499139,39.84015454252761,14.016446227770347,33.78659533363055,-0.811871417728792,-6.053559208897056
2511301,Piancó (PB),17.87733316489278,32.913811072861066,17.92245472129418,27.439774925268157,0.045121556401401364,-5.4740361475929085
2511400,Picuí (PB),19.893749293545834,39.33395501299876,18.30404146756297,31.124969628249776,-1.5897078259828632,-8.208985384748981
2511509,Pilar (PB),16.81787904540965,39.75009761811792,15.556096966743818,35.41844317212815,-1.2617820786658331,-4.33165444598977
2511608,Pilões (PB),17.05685618729097,45.25045169722831,16.430658574960667,37.7163407507305,-0.6261976123303015,-7.534110946497805
2511707,Pilõezinhos (PB),17.88597502883217,40.85142656571228,16.10266704903929,37.883567536564385,-1.7833079797928804,-2.9678590291478955
2511806,Pirpirituba (PB),19.85069055617768,38.62137613537389,17.527348777348777,33.71943371943372,-2.323341778828901,-4.9019424159401765
2511905,Pitimbu (PB),9.9265331374217,47.17655247080659,11.276933945602261,37.676616036736135,1.3504008081805612,-9.499936434070456
2512002,Pocinhos (PB),19.34094997924131,43.03507450063814,17.684578418523373,36.01135867190913,-1.6563715607179361,-7.02371582872901
2512036,Poço Dantas (PB),16.125025874560134,44.78023873594149,16.366078280890253,31.50422102839601,0.2410524063301196,-13.276017707545478
2512077,Poço de José de Moura (PB),22.64908256880734,34.75407747196738,23.883677298311444,27.204502814258912,1.2345947295041029,-7.549574657708465
2512101,Pombal (PB),19.636577684004525,31.585787236644958,19.720426190693015,28.87032146434751,0.08384850668848998,-2.715465772297449
2512200,Prata (PB),22.821521434762317,35.729048603240216,21.506635441061672,32.00624512099922,-1.3148859937006456,-3.722803482240998
2512309,Princesa Isabel (PB),16.953947837664344,39.37020042319488,16.551845342706503,32.804920913884004,-0.4021024949578411,-6.5652795093108764
2512408,Puxinanã (PB),17.761046166039232,40.46760451753517,15.669694122559767,34.325086125900405,-2.091352043479466,-6.142518391634766
2512507,Queimadas (PB),16.594036979589827,39.401605239185564,15.855114350339282,34.85172153807489,-0.7389226292505455,-4.549883701110673
2512606,Quixaba (PB),15.527765371445586,38.529105255322314,16.44295302013423,30.83053691275168,0.9151876486886437,-7.698568342570635
2512705,Remígio (PB),22.221557781432203,40.49783226192256,18.851270680538974,34.645232815964526,-3.370287100893229,-5.852599445958035
2512721,Pedro Régis (PB),23.4171322160149,44.78584729981378,20.069854916711446,35.76034390112842,-3.347277299303453,-9.025503398685359
2512747,Riachão (PB),18.251643043788107,43.408029139282604,19.9790246460409,34.29470372312533,1.7273816022527946,-9.113325416157274
2512754,Riachão do Bacamarte (PB),19.954142279611418,40.5177095275448,15.831540116815248,29.296034429757146,-4.12260216279617,-11.221675097787656
2512762,Riachão do Poço (PB),17.266275085658346,40.045276554087124,17.221166032953104,33.88783269961977,-0.0451090527052429,-6.157443854467353
2512788,Riacho de Santo Antônio (PB),16.514036931391683,43.05659810839213,12.703703703703704,33.333333333333336,-3.8103332276879787,-9.723264775058794
2512804,Riacho dos Cavalos (PB),14.57068262489366,35.04062894188741,16.394001363326517,29.217791411042946,1.8233187384328566,-5.822837530844467
2512903,Rio Tinto (PB),17.295415607232886,35.8676080622456,16.51152886779826,34.057309728052566,-0.783886739434628,-1.8102983341930354
2513000,Salgadinho (PB),18.835746229060867,46.50951262032896,18.694096601073344,32.22271914132379,-0.14164962798752256,-14.28679347900517
2513109,Salgado de São Félix (PB),25.340273089570765,38.18898495176289,22.58859579003464,31.514788169464428,-2.7516772995361265,-6.674196782298463
2513158,Santa Cecília (PB),19.299648225135915,47.513591301567,15.76320939334638,35.41095890410959,-3.5364388317895354,-12.102632397457405
2513208,Santa Cruz (PB),26.800888004286918,29.618005052438185,28.494340615951565,28.665438273229796,1.6934526116646467,-0.9525667792083894
2513307,Santa Helena (PB),23.01829268292683,33.17627494456763,23.9543238388504,27.22607133692584,0.936031155923569,-5.9502036076417895
2513356,Santa Inês (PB),13.569863594600324,40.04523287864867,15.175718849840255,32.9073482428115,1.6058552552399306,-7.1378846358371675
2513406,Santa Luzia (PB),20.551803712627684,33.72416601622154,20.063567739372267,29.484505363528008,-0.4882359732554171,-4.23966065269353
2513505,Santana de Mangueira (PB),14.351180734159458,40.514379237783494,16.44946423399942,29.40920938314509,2.0982834998399635,-11.105169854638405
2513604,Santana dos Garrotes (PB),19.57691783621747,35.63155743289276,23.168752897542884,29.86787204450626,3.5918350613254155,-5.763685388386502
2513653,Joca Claudino (PB),18.336289795537297,34.329194286247784,20.728126834997063,29.12507339988256,2.391837039459766,-5.204120886365224
2513703,Santa Rita (PB),12.448007338913966,37.400106330855756,11.682794658409135,34.33713953938456,-0.7652126805048312,-3.0629667914711973
2513802,Santa Teresinha (PB),18.879039806199415,37.60942575565711,19.616275223288124,26.563016870658288,0.7372354170887085,-11.046408884998819
2513851,Santo André (PB),21.587155963302752,29.908256880733944,22.9806598407281,26.962457337883958,1.3935038774253492,-2.9457995428499864
2513901,São Bento (PB),11.398696748212389,36.169993499595705,13.01405859939561,28.940568475452196,1.6153618511832217,-7.229425024143509
2513927,São Bentinho (PB),21.81341143449875,35.90212947708829,20.964912280701753,31.596491228070175,-0.8484991537969968,-4.305638249018113
2513943,São Domingos do Cariri (PB),24.03663929248263,35.80753842914298,21.19952494061758,33.165083135391924,-2.8371143518650506,-2.6424552937510555
2513968,São Domingos (PB),22.855653080733468,31.624228730338054,23.350694444444443,27.199074074074073,0.49504136371097474,-4.425154656263981
2513984,São Francisco (PB),25.23234540797658,29.469447493596782,26.264591439688715,27.018482490272373,1.032246031712134,-2.4509650033244093
2514008,São João do Cariri (PB),22.3507741898348,33.40240603234905,23.209741912031987,31.297709923664122,0.8589677221971854,-2.1046961086849265
2514107,São João do Tigre (PB),20.38002757297848,45.23766708625547,20.021413276231264,32.958600999286226,-0.35861429674721634,-12.279066086969245
2514206,São José da Lagoa Tapada (PB),20.68092105263158,35.99013157894737,22.608602610742565,30.751123475283542,1.9276815581109865,-5.239008103663828
2514305,São José de Caiana (PB),12.157096609303117,45.76162889759755,19.16312916919345,34.58156458459673,7.006032559890333,-11.18006431300082
2514404,São José de Espinharas (PB),19.23178388645597,36.543027489051866,21.826852531181217,28.741746148202495,2.5950686447252487,-7.801281340849371
2514453,São José dos Ramos (PB),18.350135711516092,42.947848003101974,15.181058495821727,34.67966573816156,-3.169077215694365,-8.268182264940414
2514503,São José de Piranhas (PB),18.319112181332773,37.227137098884995,18.145536267823932,30.432424054556726,-0.1735759135088415,-6.794713044328269
2514552,São José de Princesa (PB),16.714015151515152,39.28148674242424,19.736842105263158,31.07456140350877,3.0228269537480053,-8.206925338915472
2514602,São José do Bonfim (PB),15.994338287331917,38.90068412361406,16.666666666666668,32.48742569730224,0.6723283793347505,-6.41325842631182
2514651,São José do Brejo do Cruz (PB),15.449138325453713,39.25575720603935,16.06217616580311,31.34715025906736,0.6130378403493957,-7.9086069469719895
2514701,São José do Sabugi (PB),17.505630287905532,32.74697181812648,18.419220055710305,26.39275766016713,0.9135897678047726,-6.354214157959351
2514800,São José dos Cordeiros (PB),24.818568159529256,39.182739457339,22.90739091718611,29.808548530721282,-1.9111772423431468,-9.374190926617715
2514909,São Mamede (PB),23.298768632534024,33.755670771224885,26.406021325527913,30.493414175203846,3.107252692993889,-3.2622565960210395
2515005,São Miguel de Taipu (PB),15.963498459350557,44.14158173342814,14.281236941078145,34.256163811115755,-1.682261518272412,-9.885417922312385
2515104,São Sebastião de Lagoa de Roça (PB),19.242807825086306,38.915995397008054,18.0482188812136,32.34457537586347,-1.1945889438727058,-6.571420021144583
2515203,São Sebastião do Umbuzeiro (PB),21.40713834491472,38.4159823120657,21.099624060150376,33.90507518796993,-0.30751428476434484,-4.510907124095773
2515302,Sapé (PB),16.868816155705897,37.42711444302229,16.115212042263714,33.433203068461424,-0.7536041134421829,-3.9939113745608665
2515401,São Vicente do Seridó (PB),15.216448559985714,45.27180429070687,15.603611475171109,35.21188291830494,0.38716291518539414,-10.05992137240193
2515500,Serra Branca (PB),26.708491161616163,34.02580492424242,23.762320788530467,29.51388888888889,-2.946170373085696,-4.511916035353533
2515609,Serra da Raiz (PB),23.097938571073765,40.34274360460303,19.746646795827125,34.60009935419772,-3.35129177524664,-5.742644250405313
2515708,Serra Grande (PB),17.630807869401423,38.43449141900377,17.323651452282157,36.15145228215768,-0.3071564171192662,-2.2830391368460923
2515807,Serra Redonda (PB),24.97774810858923,38.95935321168966,20.683174883926597,30.97501658191466,-4.294573224662631,-7.984336629775001
2515906,Serraria (PB),22.72747032995696,44.59418336738686,20.561192136968927,35.33608116677235,-2.1662781929880346,-9.258102200614509
2515930,Sertãozinho (PB),25.17307233229888,39.758892337073284,20.428962579860055,34.3778521448129,-4.744109752438824,-5.381040192260386
2515971,Sobrado (PB),16.794100655860266,37.010228701532604,16.921397379912662,34.042940320232894,0.12729672405239612,-2.96728838129971
2516003,Solânea (PB),21.978594384219992,39.564025199264854,19.289553241518306,31.421453364684805,-2.6890411427016865,-8.14257183458005
2516102,Soledade (PB),18.01645253720307,38.818744800813384,17.84827883889069,33.786554440487755,-0.16817369831237983,-5.032190360325629
2516151,Sossêgo (PB),16.53265507056121,43.920249425664586,18.05241753276096,34.2295526434704,1.5197624621997505,-9.690696782194188
2516201,Sousa (PB),16.824942235648642,33.19861216005025,16.969729847021807,29.804708690463276,0.14478761137316454,-3.393903469586977
2516300,Sumé (PB),21.532482295651103,31.814062091955083,19.81981981981982,29.751386001386003,-1.7126624758312836,-2.062676090569081
2516409,Tacima (PB),19.80052441982993,35.214546523880706,19.92312019501219,31.183198949934372,0.12259577518225839,-4.031347573946334
2516508,Taperoá (PB),21.35248603448874,39.75399882030464,20.85454947974319,35.7593535532433,-0.4979365547455501,-3.994645267061337
2516607,Tavares (PB),16.94976574229844,42.12839854561242,18.432066967160335,33.85919725262932,1.4823012248618959,-8.269201292983098
2516706,Teixeira (PB),15.150963986904328,42.6045834849036,15.217391304347826,36.26785897831226,0.06642731744349817,-6.336724506591338
2516755,Tenório (PB),14.64494421816894,39.43686913405348,15.62656015976036,33.30004992511233,0.9816159415914196,-6.136819208941148
2516805,Triunfo (PB),20.108769916099586,37.645869202809436,19.250298685782557,29.31600955794504,-0.8584712303170292,-8.329859644864396
2516904,Uiraúna (PB),21.500726375891077,32.47575931619311,21.852935243090577,29.59451281016744,0.35220886719950073,-2.881246506025672
2517001,Umbuzeiro (PB),20.89987930502147,40.57316080500744,18.55927963981991,34.46723361680841,-2.3405996652015624,-6.105927188199033
2517100,Várzea (PB),23.0346452056139,31.00402394739425,24.156355455568054,26.659167604049493,1.1217102499541554,-4.344856343344755
2517209,Vieirópolis (PB),22.54155963747395,31.890660592255124,26.641414141414142,27.38320707070707,4.099854503940193,-4.5074535215480545
2517407,Zabelê (PB),19.212906379858225,38.755805426546075,18.498293515358363,34.7098976109215,-0.7146128644998626,-4.045907815624574
